name,place,osm_type,Latitude,Longitude,
Banao,hamlet,nodes,21.64141720000,-77.88623950000,12/16/2016
Santa Rita,hamlet,nodes,21.36005490000,-77.66580920000,12/16/2016
Tasajera,hamlet,nodes,21.30555200000,-77.05347590000,12/16/2016
Cacaotal,hamlet,nodes,21.04240040000,-77.79994870000,12/16/2016
Manol?¡n,hamlet,nodes,21.01404110000,-77.74198970000,12/16/2016
Revolico,hamlet,nodes,21.14021430000,-77.69399060000,12/16/2016
El Horno,hamlet,nodes,21.17445730000,-77.71130310000,12/16/2016
La Matilde de Ca??era,hamlet,nodes,21.19906260000,-77.65337130000,12/16/2016
Verraco Gordo,hamlet,nodes,21.01709980000,-77.60914700000,12/16/2016
El Porvenir,hamlet,nodes,21.03920140000,-77.60848180000,12/16/2016
La Uni??n,hamlet,nodes,21.08968220000,-77.59055090000,12/16/2016
Barrueto,hamlet,nodes,21.07495800000,-77.58309400000,12/16/2016
Santa Marta,hamlet,nodes,21.11545610000,-77.57062380000,12/16/2016
La Resistencia,hamlet,nodes,21.10151060000,-77.59271370000,12/16/2016
La Yaya,hamlet,nodes,21.15401770000,-77.58200370000,12/16/2016
Agramonte,hamlet,nodes,21.17895560000,-77.61011260000,12/16/2016
El Zanjon,hamlet,nodes,21.21301170000,-77.57451250000,12/16/2016
La Araucana,hamlet,nodes,21.19416630000,-77.57212820000,12/16/2016
Los Pitos,hamlet,nodes,21.22167820000,-77.59824580000,12/16/2016
La Yolanda,hamlet,nodes,21.24389350000,-77.62137310000,12/16/2016
Miraflores,hamlet,nodes,21.20172330000,-77.63006820000,12/16/2016
Playa Tayabacoa,hamlet,nodes,21.68413430000,-79.64037600000,12/16/2016
El Maizal,hamlet,nodes,21.74256700000,-79.66860030000,12/16/2016
Guayacanes,hamlet,nodes,21.71320930000,-79.64690050000,12/16/2016
El Caney,hamlet,nodes,21.71462400000,-79.61419290000,12/16/2016
La Herradura,hamlet,nodes,21.73925070000,-79.56265090000,12/16/2016
La Uni??n,hamlet,nodes,21.73416310000,-79.57642140000,12/16/2016
Almendr??n,hamlet,nodes,21.69845360000,-79.19528110000,12/16/2016
Juan Torres,hamlet,nodes,21.71211610000,-79.30105740000,12/16/2016
Aguachile,hamlet,nodes,21.67217980000,-79.45607150000,12/16/2016
Canta Rana,hamlet,nodes,21.68288790000,-79.47913470000,12/16/2016
Los Cocos,hamlet,nodes,21.69036210000,-79.43059080000,12/16/2016
Comunidad Yagua,hamlet,nodes,21.76807070000,-79.41331100000,12/16/2016
Cayo Yero,hamlet,nodes,21.76804380000,-79.33796460000,12/16/2016
Caguazal,hamlet,nodes,21.75148360000,-79.15863730000,12/16/2016
Pojabito,hamlet,nodes,21.75858810000,-79.59263270000,12/16/2016
Yaguaramas,hamlet,nodes,21.76559060000,-79.73040380000,12/16/2016
Natividad,hamlet,nodes,21.66376280000,-79.46817630000,12/16/2016
26 de Julio,hamlet,nodes,21.74363560000,-79.35502050000,12/16/2016
,hamlet,nodes,21.70875210000,-79.41123960000,12/16/2016
El Salado,hamlet,nodes,21.69390420000,-79.52592080000,12/16/2016
Bernal Cuatro,hamlet,nodes,21.84337020000,-79.09216700000,12/16/2016
Melones,hamlet,nodes,21.91750380000,-79.08801060000,12/16/2016
Las Gu?ísimas,hamlet,nodes,21.64791070000,-77.66872930000,12/16/2016
Victoria de Gir??n,hamlet,nodes,21.64315090000,-77.66529190000,12/16/2016
La Esperanza,hamlet,nodes,21.55137090000,-77.63302080000,12/16/2016
Santa Cruz,hamlet,nodes,21.54486570000,-77.67127980000,12/16/2016
Los Cangilones,hamlet,nodes,21.56294940000,-77.69110360000,12/16/2016
Don Manuel,hamlet,nodes,21.61156850000,-77.64072890000,12/16/2016
Versalles,hamlet,nodes,21.99315450000,-77.63512410000,12/16/2016
Las Cuevas,hamlet,nodes,22.09526150000,-78.84789320000,12/16/2016
Felix Guevara,hamlet,nodes,22.06975530000,-78.72479180000,12/16/2016
Jag??ey Viejo,hamlet,nodes,21.62845160000,-77.57822020000,12/16/2016
Ca??a Amarilla,hamlet,nodes,21.67768730000,-77.57787430000,12/16/2016
Chafarina,hamlet,nodes,21.63164820000,-77.55751370000,12/16/2016
Coloma Cuatro,hamlet,nodes,21.22470600000,-76.76001520000,12/16/2016
Pozo Prieto,hamlet,nodes,21.22079160000,-76.73545050000,12/16/2016
Merchant Uno,hamlet,nodes,21.23035830000,-76.70939290000,12/16/2016
Guabineyon 8,hamlet,nodes,21.22133880000,-76.71553350000,12/16/2016
Loma de Cu??,hamlet,nodes,21.06724190000,-76.36525440000,12/16/2016
Aguada de los Pe??a,hamlet,nodes,21.07629260000,-76.32439150000,12/16/2016
Aguada de los Mari??o,hamlet,nodes,21.07328100000,-76.33851950000,12/16/2016
Limones,hamlet,nodes,21.04650930000,-76.28479370000,12/16/2016
Los Guiros,hamlet,nodes,21.04690710000,-76.33355540000,12/16/2016
Cruce del Cerro,hamlet,nodes,21.02833020000,-76.32680070000,12/16/2016
El Cerro,hamlet,nodes,21.02681540000,-76.34095000000,12/16/2016
Arenera,hamlet,nodes,21.41059310000,-77.29194920000,12/16/2016
El Yonce,hamlet,nodes,21.18310980000,-76.41770880000,12/16/2016
Libertad,hamlet,nodes,21.16182520000,-76.40567560000,12/16/2016
Guaranal,hamlet,nodes,21.15769550000,-76.39038160000,12/16/2016
,hamlet,nodes,21.20999830000,-76.41017280000,12/16/2016
Laguna Blanca,hamlet,nodes,21.22553170000,-76.42457840000,12/16/2016
Riverside,hamlet,nodes,21.40819940000,-77.52081330000,12/16/2016
,hamlet,nodes,21.25400680000,-77.46487320000,12/16/2016
Camilo Cienfuegos,hamlet,nodes,21.30229900000,-77.50981800000,12/16/2016
,hamlet,nodes,21.30045530000,-77.03268890000,12/16/2016
Dormitorio,hamlet,nodes,21.23460830000,-77.01435550000,12/16/2016
Vista Hermosa,hamlet,nodes,21.22361590000,-77.02535590000,12/16/2016
Las Margaritas,hamlet,nodes,21.23388940000,-77.02303210000,12/16/2016
Camalote,hamlet,nodes,21.22135950000,-77.09171990000,12/16/2016
km 22,hamlet,nodes,21.19944440000,-77.07408820000,12/16/2016
,hamlet,nodes,21.19294180000,-77.07463320000,12/16/2016
Km 20,hamlet,nodes,21.20225750000,-77.05554130000,12/16/2016
Km 19,hamlet,nodes,21.20378950000,-77.04866010000,12/16/2016
Km 18,hamlet,nodes,21.20646510000,-77.03762280000,12/16/2016
Km 17,hamlet,nodes,21.20978430000,-77.02788020000,12/16/2016
Fleitas,hamlet,nodes,21.16334240000,-77.00832680000,12/16/2016
Infante,hamlet,nodes,21.15937600000,-77.00728660000,12/16/2016
?üvila,hamlet,nodes,21.14872870000,-77.00458850000,12/16/2016
,hamlet,nodes,21.14066370000,-77.01046940000,12/16/2016
Ar??valo,hamlet,nodes,21.13694110000,-77.04537030000,12/16/2016
,hamlet,nodes,21.12950070000,-77.05157700000,12/16/2016
Km 24,hamlet,nodes,21.18026200000,-77.07873980000,12/16/2016
Caimital,hamlet,nodes,21.16126380000,-76.99719170000,12/16/2016
La Aita,hamlet,nodes,21.28664290000,-76.98532920000,12/16/2016
El rock,hamlet,nodes,21.23984530000,-77.00918530000,12/16/2016
Jaguey,hamlet,nodes,21.25619620000,-76.98808610000,12/16/2016
Colmena,hamlet,nodes,21.15047430000,-77.04483060000,12/16/2016
Estrada,hamlet,nodes,21.16103040000,-77.04114520000,12/16/2016
El Rinc??n,hamlet,nodes,21.25433800000,-77.03788970000,12/16/2016
Laura,hamlet,nodes,21.27122960000,-77.01332720000,12/16/2016
Mascota Polier,hamlet,nodes,21.30177320000,-77.01735420000,12/16/2016
La Vega,hamlet,nodes,21.22675360000,-77.05180540000,12/16/2016
La Blanca,hamlet,nodes,21.24490220000,-77.03744910000,12/16/2016
Los Villalobos,hamlet,nodes,21.35773540000,-77.16961650000,12/16/2016
,hamlet,nodes,21.34924640000,-77.17418600000,12/16/2016
Victoria de Gir??n,hamlet,nodes,21.36369180000,-77.16834800000,12/16/2016
Cayo Confites,hamlet,nodes,21.31360220000,-77.17251250000,12/16/2016
La Faja,hamlet,nodes,21.33175680000,-77.17298280000,12/16/2016
,hamlet,nodes,21.32930650000,-77.15325120000,12/16/2016
Monte Grande,hamlet,nodes,21.26335580000,-77.16727690000,12/16/2016
Villanueva,hamlet,nodes,21.12633460000,-77.09553170000,12/16/2016
,hamlet,nodes,21.16522260000,-77.11400690000,12/16/2016
,hamlet,nodes,21.17502270000,-77.10069010000,12/16/2016
El Salvial,hamlet,nodes,21.18660480000,-77.13328710000,12/16/2016
Carvajal,hamlet,nodes,21.16748340000,-77.18702860000,12/16/2016
La Veguera,hamlet,nodes,21.16786460000,-77.21751500000,12/16/2016
Los Mayedos,hamlet,nodes,21.21180430000,-77.16782990000,12/16/2016
San Francisco,hamlet,nodes,21.21980960000,-77.18531420000,12/16/2016
Hambre Vieja,hamlet,nodes,21.17708800000,-77.09760140000,12/16/2016
La Loma,hamlet,nodes,21.10735930000,-76.82029040000,12/16/2016
Velasco 31,hamlet,nodes,21.10186440000,-76.83805590000,12/16/2016
Campbell,hamlet,nodes,21.11896950000,-76.89464110000,12/16/2016
Gramal,hamlet,nodes,21.12667550000,-76.90036410000,12/16/2016
Barcel??,hamlet,nodes,21.12940180000,-76.90587580000,12/16/2016
Dosal,hamlet,nodes,21.14834270000,-76.91501910000,12/16/2016
Mesa Seis,hamlet,nodes,21.22454990000,-76.88140770000,12/16/2016
Mesa Cuatro,hamlet,nodes,21.19745810000,-76.88052910000,12/16/2016
,hamlet,nodes,21.23709240000,-76.86229350000,12/16/2016
San Miguel 2,hamlet,nodes,21.23837230000,-76.87127030000,12/16/2016
Cuatro Lugares,hamlet,nodes,21.23315420000,-76.82419820000,12/16/2016
Jia #2,hamlet,nodes,21.21503840000,-76.78230730000,12/16/2016
Babiney,hamlet,nodes,21.18907000000,-76.83231780000,12/16/2016
Esprey Uno,hamlet,nodes,21.17447290000,-76.83251510000,12/16/2016
Los Yayales,hamlet,nodes,21.20015490000,-76.84530830000,12/16/2016
San Miguel Uno,hamlet,nodes,21.23402270000,-76.83923520000,12/16/2016
Velazco Treinta,hamlet,nodes,21.10831150000,-76.83270210000,12/16/2016
Guanito,hamlet,nodes,21.23821800000,-76.80002340000,12/16/2016
San Roque,hamlet,nodes,21.10814640000,-76.84700370000,12/16/2016
La perla,hamlet,nodes,21.17047690000,-76.88657260000,12/16/2016
Velasco 29,hamlet,nodes,21.11639840000,-76.82418690000,12/16/2016
Cabeza de Vaca,hamlet,nodes,21.48475920000,-77.94205430000,12/16/2016
,hamlet,nodes,21.35318520000,-78.28532000000,12/16/2016
Mar?¡a Dos,hamlet,nodes,21.34722680000,-78.31243730000,12/16/2016
,hamlet,nodes,21.35580740000,-78.27619210000,12/16/2016
El Seis,hamlet,nodes,21.35138920000,-78.35735040000,12/16/2016
El Trece,hamlet,nodes,21.34228990000,-78.42229030000,12/16/2016
Manzanillo,hamlet,nodes,21.37077210000,-78.24976520000,12/16/2016
Modesta,hamlet,nodes,21.36883620000,-78.13289900000,12/16/2016
San Pablo,hamlet,nodes,21.34680070000,-78.04827150000,12/16/2016
,hamlet,nodes,21.36372160000,-78.02707740000,12/16/2016
,hamlet,nodes,21.37842260000,-78.12398390000,12/16/2016
La Jagua,hamlet,nodes,21.79487890000,-77.82568760000,12/16/2016
Caibari??n,city,nodes,22.52430360000,-79.47194410000,12/16/2016
Buenaventura,hamlet,nodes,22.38242250000,-79.58564200000,12/16/2016
La Puntilla,hamlet,nodes,22.70556400000,-79.66864040000,12/16/2016
Macagualito,hamlet,nodes,22.61671850000,-79.67497560000,12/16/2016
Puente Pav??n,hamlet,nodes,22.60081750000,-79.77098560000,12/16/2016
Carratal?í,hamlet,nodes,22.71702870000,-79.72931210000,12/16/2016
El Rodeo,hamlet,nodes,22.61661970000,-79.74982270000,12/16/2016
Santo Cristo,hamlet,nodes,23.04628760000,-82.18366290000,12/16/2016
La Paila,hamlet,nodes,23.06616440000,-82.22738970000,12/16/2016
,hamlet,nodes,22.89499100000,-80.63880910000,12/16/2016
La Jut?¡a,hamlet,nodes,22.48609940000,-80.85078800000,12/16/2016
Apodaca,hamlet,nodes,22.48077780000,-80.95193840000,12/16/2016
San Francisco,hamlet,nodes,22.33654900000,-80.99576630000,12/16/2016
Santa Ana,hamlet,nodes,22.96777800000,-80.94383780000,12/16/2016
Jaguey Chico,hamlet,nodes,22.42609040000,-80.89403750000,12/16/2016
San Juan de Dios,hamlet,nodes,22.92895450000,-83.08185540000,12/16/2016
Cayo Coro,hamlet,nodes,22.97469080000,-82.95177880000,12/16/2016
Santo Tom?ís,hamlet,nodes,22.92677410000,-82.93665860000,12/16/2016
San Juan,hamlet,nodes,22.94560310000,-82.89676140000,12/16/2016
Carambola,hamlet,nodes,22.76522270000,-83.01618500000,12/16/2016
Cayo Largo,hamlet,nodes,22.75987460000,-82.91014570000,12/16/2016
R?¡o Grande,hamlet,nodes,22.74808070000,-82.81606190000,12/16/2016
El Desquite,hamlet,nodes,22.80841250000,-82.86426570000,12/16/2016
Rangel,hamlet,nodes,22.75212460000,-83.18733310000,12/16/2016
La G??ira,hamlet,nodes,22.63061260000,-83.40461340000,12/16/2016
El Toro,hamlet,nodes,22.70199170000,-83.27583960000,12/16/2016
Nuevo Proyecto,hamlet,nodes,22.67192390000,-83.14468580000,12/16/2016
La Jabita,hamlet,nodes,22.72743660000,-83.23785370000,12/16/2016
Campamento ECOI,hamlet,nodes,22.92812090000,-82.46010750000,12/16/2016
La Caba??a,hamlet,nodes,22.43251070000,-83.70510980000,12/16/2016
Caliente,hamlet,nodes,22.42656510000,-83.91871300000,12/16/2016
Tecnol??gico del Tabaco,hamlet,nodes,22.34167390000,-83.67950840000,12/16/2016
Vega Monte,hamlet,nodes,22.46082760000,-83.64437030000,12/16/2016
Las Cruces,hamlet,nodes,22.25790360000,-83.80218640000,12/16/2016
Ciego,hamlet,nodes,22.75868120000,-81.27195240000,12/16/2016
Tentativa,hamlet,nodes,22.79272770000,-81.05910140000,12/16/2016
San Juan,hamlet,nodes,22.75451960000,-81.04566350000,12/16/2016
Coronado,hamlet,nodes,22.93910480000,-81.37574510000,12/16/2016
San Jos??,hamlet,nodes,22.85724910000,-81.25820560000,12/16/2016
Empalme,hamlet,nodes,22.96379220000,-81.77877790000,12/16/2016
La Isabel,hamlet,nodes,22.94752370000,-81.95295330000,12/16/2016
Alejandr?¡a 2,hamlet,nodes,22.81627520000,-82.01607380000,12/16/2016
Cant??n,hamlet,nodes,22.77972100000,-82.12737720000,12/16/2016
Cabeza de Toro,hamlet,nodes,22.77236310000,-82.14025420000,12/16/2016
La Rosita,hamlet,nodes,22.81581330000,-82.04345380000,12/16/2016
Mena,hamlet,nodes,23.07088650000,-81.61627710000,12/16/2016
Maneadero,hamlet,nodes,22.41163190000,-81.64202080000,12/16/2016
Cuzco Valladares,hamlet,nodes,22.72318840000,-81.58702610000,12/16/2016
Aljov?¡n,hamlet,nodes,22.80151470000,-82.23166070000,12/16/2016
Estelita,hamlet,nodes,22.76918810000,-82.15670160000,12/16/2016
Candelaria,hamlet,nodes,22.91214700000,-82.29234140000,12/16/2016
Cotilla Uno,hamlet,nodes,22.93304150000,-82.16170120000,12/16/2016
La Furnia,hamlet,nodes,21.91548400000,-84.04724320000,12/16/2016
Sur?¡,hamlet,nodes,22.18882810000,-84.09096460000,12/16/2016
Manacas,hamlet,nodes,22.21642080000,-84.06403720000,12/16/2016
Batey Manuel S?ínchez,hamlet,nodes,22.41914030000,-83.58143670000,12/16/2016
El Ocho de La Coloma,hamlet,nodes,22.34923880000,-83.66410390000,12/16/2016
Cayo Crist??bal,hamlet,nodes,22.49106520000,-83.58029330000,12/16/2016
La Rep??blica,hamlet,nodes,22.48373980000,-83.60807090000,12/16/2016
Palenque,hamlet,nodes,22.37228830000,-83.49421460000,12/16/2016
La Jagua,hamlet,nodes,21.63380360000,-82.75758780000,12/16/2016
Los Cocos,hamlet,nodes,21.70563300000,-82.76081950000,12/16/2016
Santa Ana,hamlet,nodes,21.83562950000,-82.84937660000,12/16/2016
San Andr??s,hamlet,nodes,21.68161170000,-82.76586510000,12/16/2016
El Bosque,hamlet,nodes,21.82477630000,-82.94452170000,12/16/2016
Cuarenta y Nueve,hamlet,nodes,21.70446660000,-82.82525340000,12/16/2016
Bolivia,hamlet,nodes,21.76412680000,-82.78678530000,12/16/2016
El Rosario,hamlet,nodes,22.71713190000,-81.56473170000,12/16/2016
Fabi?ín,hamlet,nodes,22.69314060000,-81.57991290000,12/16/2016
Las Ca??as,hamlet,nodes,22.73312370000,-81.57520300000,12/16/2016
La Loma,hamlet,nodes,23.04042210000,-82.56962050000,12/16/2016
El F??nix,hamlet,nodes,23.00944240000,-82.64109180000,12/16/2016
Banes,hamlet,nodes,23.00719340000,-82.62682610000,12/16/2016
Desenga??o,hamlet,nodes,23.00853960000,-82.61768100000,12/16/2016
Pedro Domenech,hamlet,nodes,22.89931890000,-82.62529850000,12/16/2016
Corojalito,hamlet,nodes,22.96069230000,-83.20370080000,12/16/2016
San Diego de Tapia,hamlet,nodes,22.78750620000,-83.24919620000,12/16/2016
Los Cayos,hamlet,nodes,22.83063630000,-83.20009270000,12/16/2016
Mina J??caro,hamlet,nodes,22.85929550000,-83.24627280000,12/16/2016
Mina Vieja,hamlet,nodes,22.86217600000,-83.28068290000,12/16/2016
Asiento de Cacaraj?¡cara,hamlet,nodes,22.82640970000,-83.25660620000,12/16/2016
Rancho Lucas,hamlet,nodes,22.80273450000,-83.26651720000,12/16/2016
Los Chirinos,hamlet,nodes,22.75750300000,-83.31490440000,12/16/2016
Tres Palmas,hamlet,nodes,22.87532450000,-83.26245760000,12/16/2016
Vista Hermosa,hamlet,nodes,22.88748320000,-83.26488740000,12/16/2016
San Cayetano,hamlet,nodes,22.91565330000,-83.27987940000,12/16/2016
Los N????ez,hamlet,nodes,22.92185890000,-83.25599840000,12/16/2016
La Altura,hamlet,nodes,22.94272440000,-83.27589510000,12/16/2016
Arroyo Seco,hamlet,nodes,22.74564270000,-83.28312760000,12/16/2016
Mor?ín,hamlet,nodes,22.68267770000,-83.19833640000,12/16/2016
Dos Hermanos,hamlet,nodes,22.98631780000,-82.87786890000,12/16/2016
Bramales,hamlet,nodes,22.97892350000,-83.03322350000,12/16/2016
Cuatro Vientos,hamlet,nodes,22.97131100000,-83.02512370000,12/16/2016
El Muelle,hamlet,nodes,22.97957220000,-83.01752330000,12/16/2016
Playa Carenero,hamlet,nodes,22.97098450000,-83.15380970000,12/16/2016
El Rosario,hamlet,nodes,22.77080390000,-83.12092990000,12/16/2016
La Caridad,hamlet,nodes,22.72508050000,-83.07300450000,12/16/2016
El Modelo,hamlet,nodes,22.72120020000,-83.06493340000,12/16/2016
Barbosa Sur,hamlet,nodes,22.72951030000,-83.03590080000,12/16/2016
Barbosa Norte,hamlet,nodes,22.73471740000,-83.03816560000,12/16/2016
Castillo,hamlet,nodes,22.73984090000,-83.01276210000,12/16/2016
La Inesita,hamlet,nodes,22.72966530000,-83.00096610000,12/16/2016
Las Tecas,hamlet,nodes,22.72009220000,-83.01977110000,12/16/2016
El Brujo,hamlet,nodes,22.83127060000,-83.09762120000,12/16/2016
Los Roque,hamlet,nodes,22.85726440000,-82.85548830000,12/16/2016
Nazareno,hamlet,nodes,22.93595460000,-83.09335330000,12/16/2016
La Incubadora,hamlet,nodes,22.71734100000,-82.86450740000,12/16/2016
Navarrete,hamlet,nodes,22.96809040000,-82.95840860000,12/16/2016
El Cuarentenario,hamlet,nodes,22.98484670000,-82.97579690000,12/16/2016
Encrucijada,hamlet,nodes,22.93509220000,-82.89122980000,12/16/2016
La Hoya,hamlet,nodes,22.80070180000,-83.13727290000,12/16/2016
Finca Marta,hamlet,nodes,22.67674280000,-83.13562040000,12/16/2016
Aspiro,hamlet,nodes,22.70157980000,-83.16497170000,12/16/2016
La Isleta,hamlet,nodes,22.69775190000,-83.14427170000,12/16/2016
La Coronela,hamlet,nodes,22.67562940000,-83.13795990000,12/16/2016
Aguacate,hamlet,nodes,22.67190520000,-82.92757660000,12/16/2016
La Esperanza,hamlet,nodes,22.78757840000,-82.82996870000,12/16/2016
Mil Cumbres,hamlet,nodes,22.75426770000,-83.38884920000,12/16/2016
El Bur??n,hamlet,nodes,22.76194390000,-83.45945010000,12/16/2016
Verracos,hamlet,nodes,22.78339280000,-83.63683450000,12/16/2016
Maguelles,hamlet,nodes,22.78989560000,-83.53038650000,12/16/2016
Rio Blanco,hamlet,nodes,22.80423740000,-83.56645370000,12/16/2016
San Jose,hamlet,nodes,22.80236660000,-83.57884210000,12/16/2016
Arroyo Colorado,hamlet,nodes,22.75797720000,-83.54545700000,12/16/2016
Ba??o de los Bermejales,hamlet,nodes,22.67585170000,-83.42803460000,12/16/2016
Corralito,hamlet,nodes,22.65980100000,-83.36943690000,12/16/2016
Miranda,hamlet,nodes,23.01352640000,-82.73428010000,12/16/2016
Henequ??n,hamlet,nodes,23.02335330000,-82.70962650000,12/16/2016
Santa B?írbara,hamlet,nodes,23.01858550000,-82.72626050000,12/16/2016
Tabla del Agua,hamlet,nodes,23.02501070000,-82.67484430000,12/16/2016
Granma,hamlet,nodes,23.01958640000,-82.83136070000,12/16/2016
La Aldea,hamlet,nodes,22.99511220000,-83.01545290000,12/16/2016
R?¡o Bongo,hamlet,nodes,22.96636720000,-82.79563340000,12/16/2016
Playa Banes,hamlet,nodes,23.03214380000,-82.64159530000,12/16/2016
Roberto Negr?¡n,hamlet,nodes,23.03557890000,-82.59049310000,12/16/2016
El Carmelo,hamlet,nodes,23.04084700000,-82.59822550000,12/16/2016
Valenciano,hamlet,nodes,23.03567430000,-82.59741430000,12/16/2016
La Aurera,hamlet,nodes,23.03789990000,-82.55119910000,12/16/2016
Guanam??n de Herrera,hamlet,nodes,22.72509270000,-81.79494680000,12/16/2016
Primer Paso,hamlet,nodes,22.77429140000,-81.81687120000,12/16/2016
Santo Tom?ís,hamlet,nodes,20.04918690000,-75.75966460000,12/16/2016
,hamlet,nodes,20.07627820000,-77.53283290000,12/16/2016
,hamlet,nodes,20.07163740000,-77.53323200000,12/16/2016
El J??caro,hamlet,nodes,19.93489690000,-77.67491840000,12/16/2016
Alto Piedra,hamlet,nodes,19.96966150000,-77.60575230000,12/16/2016
Las Casimbas,hamlet,nodes,19.97459050000,-77.60456360000,12/16/2016
Soledad,hamlet,nodes,19.97581840000,-77.58551080000,12/16/2016
,hamlet,nodes,19.96642780000,-77.58389380000,12/16/2016
,hamlet,nodes,19.96668900000,-77.59783650000,12/16/2016
Ojo de agua,hamlet,nodes,19.92249920000,-77.59662080000,12/16/2016
,hamlet,nodes,19.93688830000,-77.62722110000,12/16/2016
Palma de la Cruz,hamlet,nodes,19.94607740000,-77.66397170000,12/16/2016
Marea de Belic,hamlet,nodes,19.96774200000,-77.63771460000,12/16/2016
El Maja,hamlet,nodes,19.96275030000,-76.66776840000,12/16/2016
La Bruja,hamlet,nodes,19.95119380000,-76.72865510000,12/16/2016
Limones de Mota,hamlet,nodes,19.94835290000,-77.09391170000,12/16/2016
Cilantros,hamlet,nodes,19.97281930000,-77.18366330000,12/16/2016
,hamlet,nodes,19.98865040000,-77.19917530000,12/16/2016
R?¡o Chiquito,hamlet,nodes,19.96370610000,-77.15437620000,12/16/2016
,hamlet,nodes,19.95265180000,-77.15447910000,12/16/2016
Marea,hamlet,nodes,19.92478130000,-77.19397390000,12/16/2016
Los Corales,hamlet,nodes,19.93552870000,-77.06822500000,12/16/2016
Mompi??,hamlet,nodes,20.00066470000,-76.94591850000,12/16/2016
El Macho,hamlet,nodes,19.89064920000,-77.00991620000,12/16/2016
Caridad de Mota,hamlet,nodes,19.97644820000,-77.12616370000,12/16/2016
Mota Dos,hamlet,nodes,19.90884100000,-77.14247550000,12/16/2016
Bah?¡a Larga,hamlet,nodes,19.98298710000,-76.31148920000,12/16/2016
Quiebra Seca,hamlet,nodes,19.97952480000,-76.31631380000,12/16/2016
Sonador,hamlet,nodes,19.99416790000,-76.43860620000,12/16/2016
R?¡o Grande,hamlet,nodes,19.95870770000,-76.48898250000,12/16/2016
,hamlet,nodes,19.95553650000,-76.50981850000,12/16/2016
"Comunidad ""Bayamita""",hamlet,nodes,19.95458980000,-76.50175340000,12/16/2016
,hamlet,nodes,19.97797960000,-76.52059210000,12/16/2016
,hamlet,nodes,20.01429650000,-76.23014920000,12/16/2016
,hamlet,nodes,20.03562180000,-76.23842150000,12/16/2016
Campo Rico,hamlet,nodes,20.06124530000,-76.18217330000,12/16/2016
La Alcarraza,hamlet,nodes,20.03622540000,-76.45692650000,12/16/2016
,hamlet,nodes,20.05365690000,-76.14560900000,12/16/2016
,hamlet,nodes,19.98865410000,-75.32028280000,12/16/2016
Hatibonico,hamlet,nodes,19.92060410000,-75.32137730000,12/16/2016
,hamlet,nodes,19.93533780000,-75.40513140000,12/16/2016
Mar?¡a del Pilar,hamlet,nodes,19.93091370000,-75.43694790000,12/16/2016
Trece de Agosto,hamlet,nodes,19.88908750000,-75.37870170000,12/16/2016
Playa del Este,hamlet,nodes,19.89365020000,-75.42143930000,12/16/2016
,hamlet,nodes,19.91794020000,-75.44263240000,12/16/2016
San Fernando,hamlet,nodes,19.99737320000,-75.45568710000,12/16/2016
Tibet,hamlet,nodes,19.97789390000,-75.44465940000,12/16/2016
El Cuero,hamlet,nodes,19.97509350000,-75.49158980000,12/16/2016
,hamlet,nodes,19.96812540000,-75.53828010000,12/16/2016
Damajayabo,hamlet,nodes,19.94181440000,-75.66141530000,12/16/2016
La Punta,hamlet,nodes,19.94298980000,-75.63833290000,12/16/2016
Sigua,hamlet,nodes,19.90113400000,-75.50318730000,12/16/2016
El Cupey,hamlet,nodes,19.92774390000,-75.59888970000,12/16/2016
Ojo de Agua,hamlet,nodes,19.97649890000,-75.41585010000,12/16/2016
Bejuquera,hamlet,nodes,19.98871550000,-75.40753400000,12/16/2016
El Valle,hamlet,nodes,22.88400640000,-82.47416980000,12/16/2016
Covadonga,hamlet,nodes,22.88344120000,-82.46644690000,12/16/2016
Berrocal,hamlet,nodes,20.94724110000,-77.35381050000,12/16/2016
Leningrado,hamlet,nodes,20.96364620000,-77.38567980000,12/16/2016
,hamlet,nodes,20.97494440000,-77.74658560000,12/16/2016
Bel??n Nuevo,hamlet,nodes,20.99760190000,-77.70113590000,12/16/2016
La Francia,hamlet,nodes,20.99009100000,-77.83288590000,12/16/2016
Ocujal,hamlet,nodes,20.98494250000,-77.86742230000,12/16/2016
Las Casimbas,hamlet,nodes,20.94446880000,-77.82366050000,12/16/2016
Santo Domingo Uno,hamlet,nodes,21.00257720000,-77.50162260000,12/16/2016
La Margarita,hamlet,nodes,21.00727930000,-77.23945900000,12/16/2016
La Veinte y Uno,hamlet,nodes,20.99718850000,-77.50355380000,12/16/2016
San Jos?? de Palomares,hamlet,nodes,21.03122500000,-77.80235190000,12/16/2016
Las Gordas,hamlet,nodes,20.97216310000,-77.39055550000,12/16/2016
Curajaya,hamlet,nodes,20.91736130000,-78.00604280000,12/16/2016
Jagua Uno,hamlet,nodes,20.92574760000,-77.91920540000,12/16/2016
La Quemada,hamlet,nodes,20.95408950000,-77.99220280000,12/16/2016
La Gloria,hamlet,nodes,20.93988830000,-77.90418040000,12/16/2016
Jobabo,hamlet,nodes,20.95095140000,-77.87925370000,12/16/2016
El Ingenito,hamlet,nodes,20.96370970000,-77.92305590000,12/16/2016
Buenavista,hamlet,nodes,20.97542690000,-77.89895420000,12/16/2016
Santa Adela,hamlet,nodes,20.97504230000,-77.88683450000,12/16/2016
La Ciega,hamlet,nodes,20.97919350000,-77.97285940000,12/16/2016
